variant,epsilon,rep,spearman_rho,spearman_p,qini_coef,auuc,n_synth,treat_ratio_synth,conv_rate_synth,is_degenerate
size_75,0.1,1,-0.107771878114633,1.0541639401571693e-50,-19.326037621980618,0.05047665984115231,33645,0.6656561153217417,0.008411353841581216,0
size_75,0.1,2,0.26874168430852347,0.0,-36.35471885140612,0.04838324051680724,33545,0.6664778655537338,0.01004620658816515,1
size_75,0.1,3,0.1646976918017842,7.960838594026015e-117,17.794235298808076,0.05178471036036585,33540,0.6673225998807394,0.007632677400119261,0
size_75,0.1,4,0.09833200387942582,1.821222874211844e-42,8.665316342492474,0.05126564688742913,33419,0.6653101529070289,0.011400700200484754,0
size_75,0.1,5,0.01551254859543644,0.03159706964170887,5.256908424725225,0.05143408543392424,33476,0.6684191659696499,0.016369936671047913,0
size_75,0.1,6,0.5874887607103142,0.0,11.908789797365557,0.054939642368546635,33616,0.6713172298905283,0.013416230366492147,1
size_75,0.1,7,0.38989394859710863,0.0,-20.442248625897832,0.05005466361124203,33588,0.6569012742646183,0.0041383827557461,1
size_75,0.1,8,0.4790247097963565,0.0,-6.42068044143241,0.05131511849174471,33670,0.6606177606177606,0.012206712206712206,1
size_75,0.1,9,0.5418545194699002,0.0,22.913094835127367,0.057950513531510706,33681,0.6659244084201775,0.0102728541314094,1
size_75,0.5,0,0.30956892859936763,0.0,19.457651233310912,0.060366381747405246,33603,0.6669940183912151,0.00928488527810017,0
size_75,0.5,1,0.28301174844792215,0.0,6.580455425621949,0.051961446251211296,33618,0.6660717472782438,0.009637694092450473,0
size_75,0.5,2,0.3779749662784361,0.0,10.500552298743287,0.05252406550823355,33589,0.6669743070648129,0.008484920658548929,0
size_75,0.5,3,0.3978081220893932,0.0,-7.509405495157466,0.04936301038932815,33589,0.6670040787162463,0.00860400726428295,0
size_75,0.5,4,0.3592887609589781,0.0,-5.215914021195999,0.050291414399192186,33568,0.6673915633937083,0.008460438512869399,0
size_75,0.5,5,0.3934555361211888,0.0,14.92252573680878,0.05275848093456846,33566,0.6673717452183757,0.008520526723470178,0
size_75,0.5,6,-0.26996157626202444,0.0,-26.00405409947939,0.054667402336633426,33597,0.6687501860285144,0.008601958508200136,0
size_75,0.5,7,0.3350586402452643,0.0,6.980887258354755,0.05174423744077073,33599,0.6654067085329921,0.007887139498199351,0
size_75,0.5,8,0.2584208432343883,1.6538255976916633e-290,27.009270645146103,0.06165464788526432,33610,0.6661112764058316,0.008658137459089556,0
size_75,0.5,9,0.37946695120797075,0.0,7.735278091993678,0.051776827848522465,33621,0.6669640998185657,0.009577347491151364,0
size_75,1.0,0,0.3887037258724034,0.0,15.023745328131213,0.05315366790423987,33597,0.6665476084174182,0.009286543441378695,0
size_75,1.0,1,0.34373078633450005,0.0,5.455445165295032,0.051769120810787356,33607,0.6665575624125926,0.009075490225250692,0
size_75,1.0,2,0.38499907155350777,0.0,9.648506604523618,0.052512094773527244,33593,0.6670437293483762,0.009079272467478344,0
size_75,1.0,3,0.40015690907453405,0.0,5.947940859866321,0.05151607506150447,33597,0.667023841414412,0.00892936869363336,0
size_75,1.0,4,0.38142729502500794,0.0,4.6638497997576,0.05180108836783672,33582,0.6672622238103746,0.008903579298433684,0
size_75,1.0,5,0.395992475837529,0.0,13.441173734501035,0.05262562962991115,33584,0.6672224868985231,0.00872439256788947,0
size_75,1.0,6,0.36808546774295686,0.0,13.05100457395622,0.053061496869352485,33593,0.6677581639031941,0.0089304319352246,0
size_75,1.0,7,0.2707274866442786,0.0,24.010544098299192,0.06095319803830582,33601,0.666259932740097,0.008124758191720484,0
size_75,1.0,8,0.30345916229728537,0.0,34.11028932949455,0.062265138172623205,33610,0.6665278191014579,0.009401963701279381,0
size_75,1.0,9,0.37607233549599905,0.0,10.110833419976188,0.05249162113899104,33606,0.6670535023507707,0.009373326191751474,0
size_75,2.0,0,0.3832485311106627,0.0,15.102638447966342,0.053262996071839305,33597,0.6668154894782272,0.009137720629818139,0
size_75,2.0,1,0.36006438741909474,0.0,6.8710560280300115,0.05190504252522921,33604,0.6667956195690989,0.009076300440423759,0
size_75,2.0,2,0.3824149637120134,0.0,9.239857129344273,0.05221478329905976,33595,0.6670635511236791,0.008751302277124572,0
size_75,2.0,3,0.392201006035361,0.0,9.51229636671087,0.0524862022689585,33597,0.6670536059767241,0.008542429383575915,0
size_75,2.0,4,0.3779849907046919,0.0,9.438281299469509,0.05229632720133602,33590,0.6671628460851444,0.008812146472164335,0
size_75,2.0,5,0.38729719346998853,0.0,12.798940587039283,0.0526380743077269,33593,0.6671628017741792,0.009049504361027595,0
size_75,2.0,6,0.37862348302353027,0.0,13.087195971854271,0.052628321886785366,33596,0.667460411953804,0.008899869032027623,0
size_75,2.0,7,0.380782184786132,0.0,9.847700006019522,0.05237639168544448,33599,0.666626982945921,0.00872049763385815,0
size_75,2.0,8,0.37867160648599846,0.0,13.535845478303258,0.052929450012391514,33604,0.6667956195690989,0.00901678371622426,0
size_75,2.0,9,0.37431448562745684,0.0,9.592408999694385,0.052541573804568545,33603,0.6670535368865875,0.009136089039669077,0
size_75,5.0,0,0.3823742697349721,0.0,11.872898587319241,0.052547248735728476,33599,0.6669543736420727,0.009107413911128308,0
size_75,5.0,1,0.3708745782987822,0.0,8.488186748113549,0.052412041083411964,33601,0.666974197196512,0.00901758876223922,0
size_75,5.0,2,0.3771757912282435,0.0,8.491845287558931,0.05188599531383948,33596,0.6670734611263246,0.008899869032027623,0
size_75,5.0,3,0.3806719115095015,0.0,9.783347235262,0.05266282213985976,33598,0.6670635156854575,0.008810048217155784,0
size_75,5.0,4,0.3800858573503232,0.0,11.015674652653843,0.052665669171890986,33595,0.667123083792231,0.008900133948504241,0
size_75,5.0,5,0.38572121353513145,0.0,13.400986085824115,0.052737963390856374,33596,0.6671032265745922,0.009048696273365877,0
size_75,5.0,6,0.38393648832471866,0.0,11.65796408533788,0.05250236481330023,33598,0.6672420977439133,0.008958866599202333,0
size_75,5.0,7,0.3779345377657425,0.0,10.887231775509463,0.05268895979871592,33599,0.6668650852703949,0.00892883716777285,0
size_75,5.0,8,0.38268780049243956,0.0,9.616986880071181,0.05205375245009546,33602,0.6669543479554788,0.008957800130944587,0
size_75,5.0,9,0.3731936435614205,0.0,11.18135958517803,0.05249247213030532,33601,0.6670634802535639,0.00904734978125651,0
size_75,10.0,0,0.3800544914398804,0.0,12.17693259610121,0.05274778723741213,33599,0.6670138992231912,0.009047888330009822,0
size_75,10.0,1,0.37651314847106304,0.0,9.416817868056569,0.05224304657241436,33600,0.6670238095238096,0.009047619047619047,0
size_75,10.0,2,0.3747860050643744,0.0,9.168562514511109,0.052082272271018824,33598,0.6670635156854575,0.008958866599202333,0
size_75,10.0,3,0.3806950652879692,0.0,10.337494009923489,0.05254262242496502,33599,0.6670734248043096,0.008899074377213607,0
size_75,10.0,4,0.386628367482438,0.0,10.994886643907762,0.052535338187835456,33597,0.6671131351013483,0.00895913325594547,0
size_75,10.0,5,0.3857315041089906,0.0,12.978152734641071,0.05286362536627765,33597,0.6670833705390362,0.009048426942881806,0
size_75,10.0,6,0.380832193724147,0.0,10.653254106671625,0.052411327819879505,33599,0.6671627131759874,0.009018125539450578,0
size_75,10.0,7,0.3796729922031313,0.0,11.169014359767402,0.05245596724998393,33599,0.6669543736420727,0.00892883716777285,0
